,verse,tsne_embedding
661,"30:13 And Leah said, Happy am I, for the daughters will call me blessed: and
she called his name Asher.","[20.370683670043945, 5.833710670471191]"
662,"30:14 And Reuben went in the days of wheat harvest, and found mandrakes in the
field, and brought them unto his mother Leah. Then Rachel said to Leah, Give
me, I pray thee, of thy son’s mandrakes.","[23.426300048828125, -4.79379940032959]"
663,"30:15 And she said unto her, Is it a small matter that thou hast taken my
husband? and wouldest thou take away my son’s mandrakes also? And Rachel said,
Therefore he shall lie with thee to night for thy son’s mandrakes.","[23.598421096801758, -3.9091312885284424]"
664,"30:16 And Jacob came out of the field in the evening, and Leah went out to meet
him, and said, Thou must come in unto me; for surely I have hired thee with my
son’s mandrakes. And he lay with her that night.","[20.707889556884766, 1.604766607284546]"
665,"30:17 And God hearkened unto Leah, and she conceived, and bare Jacob the fifth
son.","[23.363231658935547, 3.4033102989196777]"
666,"30:18 And Leah said, God hath given me my hire, because I have given my maiden
to my husband: and she called his name Issachar.","[20.141984939575195, 5.034547805786133]"
667,"30:19 And Leah conceived again, and bare Jacob the sixth son.","[23.551128387451172, 2.9819233417510986]"
668,"30:20 And Leah said, God hath endued me with a good dowry; now will my husband
dwell with me, because I have born him six sons: and she called his name
Zebulun.","[22.559791564941406, 4.9805498123168945]"
669,"30:21 And afterwards she bare a daughter, and called her name Dinah.","[26.871620178222656, 2.1706576347351074]"
670,"30:22 And God remembered Rachel, and God hearkened to her, and opened her womb.","[24.663284301757812, -1.0634827613830566]"
671,"30:23 And she conceived, and bare a son; and said, God hath taken away my
reproach: 30:24 And she called his name Joseph; and said, The LORD shall add to
me another son.","[27.49058723449707, 3.7460336685180664]"
672,"30:25 And it came to pass, when Rachel had born Joseph, that Jacob said unto
Laban, Send me away, that I may go unto mine own place, and to my country.","[15.042052268981934, -5.92744779586792]"
673,"30:26 Give me my wives and my children, for whom I have served thee, and let me
go: for thou knowest my service which I have done thee.","[-9.457893371582031, -5.987656593322754]"
674,"30:27 And Laban said unto him, I pray thee, if I have found favour in thine
eyes, tarry: for I have learned by experience that the LORD hath blessed me for
thy sake.","[-7.1758809089660645, -3.0768163204193115]"
675,"30:28 And he said, Appoint me thy wages, and I will give it.","[-11.520037651062012, -6.335197448730469]"
676,"30:29 And he said unto him, Thou knowest how I have served thee, and how thy
cattle was with me.","[-11.07470703125, -6.68672513961792]"
677,"30:30 For it was little which thou hadst before I came, and it is now increased
unto a multitude; and the LORD hath blessed thee since my coming: and now when
shall I provide for mine own house also? 30:31 And he said, What shall I give
thee? And Jacob said, Thou shalt not give me any thing: if thou wilt do this
thing for me, I will again feed and keep thy flock.","[-5.978735446929932, -14.112404823303223]"
678,"30:32 I will pass through all thy flock to day, removing from thence all the
speckled and spotted cattle, and all the brown cattle among the sheep, and the
spotted and speckled among the goats: and of such shall be my hire.","[-15.53913402557373, -11.25786304473877]"
679,"30:33 So shall my righteousness answer for me in time to come, when it shall
come for my hire before thy face: every one that is not speckled and spotted
among the goats, and brown among the sheep, that shall be counted stolen with
me.","[-15.837716102600098, -10.456060409545898]"
680,"30:34 And Laban said, Behold, I would it might be according to thy word.","[-7.705311298370361, -2.5942962169647217]"
681,"30:35 And he removed that day the he goats that were ringstraked and spotted,
and all the she goats that were speckled and spotted, and every one that had
some white in it, and all the brown among the sheep, and gave them into the
hand of his sons.","[-16.24077606201172, -11.62749195098877]"
682,"30:36 And he set three days’ journey betwixt himself and Jacob: and Jacob fed
the rest of Laban’s flocks.","[14.425864219665527, -10.273595809936523]"
683,"30:37 And Jacob took him rods of green poplar, and of the hazel and chestnut
tree; and pilled white strakes in them, and made the white appear which was in
the rods.","[-4.502574443817139, -19.32111358642578]"
684,"30:38 And he set the rods which he had pilled before the flocks in the gutters
in the watering troughs when the flocks came to drink, that they should
conceive when they came to drink.","[-14.229878425598145, -14.259989738464355]"
685,"30:39 And the flocks conceived before the rods, and brought forth cattle
ringstraked, speckled, and spotted.","[-15.105062484741211, -12.92986011505127]"
686,"30:40 And Jacob did separate the lambs, and set the faces of the flocks toward
the ringstraked, and all the brown in the flock of Laban; and he put his own
flocks by themselves, and put them not unto Laban’s cattle.","[-12.142486572265625, -13.36008071899414]"
687,"30:41 And it came to pass, whensoever the stronger cattle did conceive, that
Jacob laid the rods before the eyes of the cattle in the gutters, that they
might conceive among the rods.","[-13.550824165344238, -14.112146377563477]"
688,"30:42 But when the cattle were feeble, he put them not in: so the feebler were
Laban’s, and the stronger Jacob’s.","[-12.350637435913086, -13.45857048034668]"
689,"30:43 And the man increased exceedingly, and had much cattle, and maidservants,
and menservants, and camels, and asses.","[-17.798599243164062, -0.15710359811782837]"
690,"31:1 And he heard the words of Laban’s sons, saying, Jacob hath taken away all
that was our father’s; and of that which was our father’s hath he gotten all
this glory.","[11.122920989990234, -7.805025100708008]"
691,"31:2 And Jacob beheld the countenance of Laban, and, behold, it was not toward
him as before.","[11.179359436035156, -8.9156494140625]"
692,"31:3 And the LORD said unto Jacob, Return unto the land of thy fathers, and to
thy kindred; and I will be with thee.","[8.670289993286133, -11.519777297973633]"
693,"31:4 And Jacob sent and called Rachel and Leah to the field unto his flock,
31:5 And said unto them, I see your father’s countenance, that it is not toward
me as before; but the God of my father hath been with me.","[9.96043872833252, -5.889410495758057]"
694,31:6 And ye know that with all my power I have served your father.,"[-9.695733070373535, -6.666651248931885]"
695,"31:7 And your father hath deceived me, and changed my wages ten times; but God
suffered him not to hurt me.","[-10.521170616149902, -8.659960746765137]"
696,"31:8 If he said thus, The speckled shall be thy wages; then all the cattle bare
speckled: and if he said thus, The ringstraked shall be thy hire; then bare all
the cattle ringstraked.","[-14.620789527893066, -11.368237495422363]"
697,"31:9 Thus God hath taken away the cattle of your father, and given them to me.","[-12.883234977722168, -9.41330623626709]"
698,"31:10 And it came to pass at the time that the cattle conceived, that I lifted
up mine eyes, and saw in a dream, and, behold, the rams which leaped upon the
cattle were ringstraked, speckled, and grisled.","[-16.18423843383789, -13.354595184326172]"
699,"31:11 And the angel of God spake unto me in a dream, saying, Jacob: And I said,
Here am I.","[6.476141929626465, -12.113245010375977]"
700,"31:12 And he said, Lift up now thine eyes, and see, all the rams which leap
upon the cattle are ringstraked, speckled, and grisled: for I have seen all
that Laban doeth unto thee.","[-16.305824279785156, -13.381850242614746]"
701,"31:13 I am the God of Bethel, where thou anointedst the pillar, and where thou
vowedst a vow unto me: now arise, get thee out from this land, and return unto
the land of thy kindred.","[2.835508346557617, -16.512222290039062]"
702,"31:14 And Rachel and Leah answered and said unto him, Is there yet any portion
or inheritance for us in our father’s house? 31:15 Are we not counted of him
strangers? for he hath sold us, and hath quite devoured also our money.","[-8.03958797454834, -10.691360473632812]"
703,"31:16 For all the riches which God hath taken from our father, that is ours,
and our children’s: now then, whatsoever God hath said unto thee, do.","[-7.754601001739502, -9.938302993774414]"
704,"31:17 Then Jacob rose up, and set his sons and his wives upon camels; 31:18 And
he carried away all his cattle, and all his goods which he had gotten, the
cattle of his getting, which he had gotten in Padanaram, for to go to Isaac his
father in the land of Canaan.","[12.45041275024414, -16.03712272644043]"
705,"31:19 And Laban went to shear his sheep: and Rachel had stolen the images that
were her father’s.","[19.178321838378906, -5.2963337898254395]"
706,"31:20 And Jacob stole away unawares to Laban the Syrian, in that he told him
not that he fled.","[12.839850425720215, -10.308758735656738]"
707,"31:21 So he fled with all that he had; and he rose up, and passed over the
river, and set his face toward the mount Gilead.","[-3.1482908725738525, -11.154773712158203]"
708,31:22 And it was told Laban on the third day that Jacob was fled.,"[13.393917083740234, -10.781442642211914]"
709,"31:23 And he took his brethren with him, and pursued after him seven days’
journey; and they overtook him in the mount Gilead.","[-3.020143508911133, -10.891715049743652]"
710,"31:24 And God came to Laban the Syrian in a dream by night, and said unto him,
Take heed that thou speak not to Jacob either good or bad.","[10.074188232421875, -8.774881362915039]"
711,"31:25 Then Laban overtook Jacob. Now Jacob had pitched his tent in the mount:
and Laban with his brethren pitched in the mount of Gilead.","[14.30467700958252, -11.2872896194458]"
712,"31:26 And Laban said to Jacob, What hast thou done, that thou hast stolen away
unawares to me, and carried away my daughters, as captives taken with the
sword? 31:27 Wherefore didst thou flee away secretly, and steal away from me;
and didst not tell me, that I might have sent thee away with mirth, and with
songs, with tabret, and with harp? 31:28 And hast not suffered me to kiss my
sons and my daughters? thou hast now done foolishly in so doing.","[11.769905090332031, -7.163819789886475]"
713,"31:29 It is in the power of my hand to do you hurt: but the God of your father
spake unto me yesternight, saying, Take thou heed that thou speak not to Jacob
either good or bad.","[9.349127769470215, -8.449865341186523]"
714,"31:30 And now, though thou wouldest needs be gone, because thou sore longedst
after thy father’s house, yet wherefore hast thou stolen my gods? 31:31 And
Jacob answered and said to Laban, Because I was afraid: for I said,
Peradventure thou wouldest take by force thy daughters from me.","[11.680920600891113, -6.6698455810546875]"
715,"31:32 With whomsoever thou findest thy gods, let him not live: before our
brethren discern thou what is thine with me, and take it to thee. For Jacob
knew not that Rachel had stolen them.","[10.339628219604492, -6.371270656585693]"
716,"31:33 And Laban went into Jacob’s tent, and into Leah’s tent, and into the two
maidservants’ tents; but he found them not. Then went he out of Leah’s tent,
and entered into Rachel’s tent.","[17.490110397338867, -5.867353916168213]"
717,"31:34 Now Rachel had taken the images, and put them in the camel’s furniture,
and sat upon them. And Laban searched all the tent, but found them not.","[18.518798828125, -5.766590118408203]"
718,"31:35 And she said to her father, Let it not displease my lord that I cannot
rise up before thee; for the custom of women is upon me. And he searched but
found not the images.","[13.50930404663086, 6.2361345291137695]"
719,"31:36 And Jacob was wroth, and chode with Laban: and Jacob answered and said to
Laban, What is my trespass? what is my sin, that thou hast so hotly pursued
after me? 31:37 Whereas thou hast searched all my stuff, what hast thou found
of all thy household stuff? set it here before my brethren and thy brethren,
that they may judge betwixt us both.","[12.166953086853027, -7.85807991027832]"
720,"31:38 This twenty years have I been with thee; thy ewes and thy she goats have
not cast their young, and the rams of thy flock have I not eaten.","[-13.388760566711426, -8.58950138092041]"
721,"31:39 That which was torn of beasts I brought not unto thee; I bare the loss of
it; of my hand didst thou require it, whether stolen by day, or stolen by
night.","[-12.329822540283203, -10.515266418457031]"
722,"31:40 Thus I was; in the day the drought consumed me, and the frost by night;
and my sleep departed from mine eyes.","[-20.809289932250977, 55.22547149658203]"
723,"31:41 Thus have I been twenty years in thy house; I served thee fourteen years
for thy two daughters, and six years for thy cattle: and thou hast changed my
wages ten times.","[-11.07948112487793, -8.33825969696045]"
724,"31:42 Except the God of my father, the God of Abraham, and the fear of Isaac,
had been with me, surely thou hadst sent me away now empty. God hath seen mine
affliction and the labour of my hands, and rebuked thee yesternight.","[8.12838363647461, -6.9378886222839355]"
725,"31:43 And Laban answered and said unto Jacob, These daughters are my daughters,
and these children are my children, and these cattle are my cattle, and all
that thou seest is mine: and what can I do this day unto these my daughters, or
unto their children which they have born? 31:44 Now therefore come thou, let us
make a covenant, I and thou; and let it be for a witness between me and thee.","[11.67319107055664, -5.0006327629089355]"
726,"31:45 And Jacob took a stone, and set it up for a pillar.","[-5.5488200187683105, -17.611942291259766]"
727,"31:46 And Jacob said unto his brethren, Gather stones; and they took stones,
and made an heap: and they did eat there upon the heap.","[-7.3881635665893555, -18.598325729370117]"
728,31:47 And Laban called it Jegarsahadutha: but Jacob called it Galeed.,"[1.957659363746643, -12.01750659942627]"
729,"31:48 And Laban said, This heap is a witness between me and thee this day.","[-8.122944831848145, -16.968109130859375]"
730,"Therefore was the name of it called Galeed; 31:49 And Mizpah; for he said, The
LORD watch between me and thee, when we are absent one from another.","[1.308248519897461, -12.367738723754883]"
731,"31:50 If thou shalt afflict my daughters, or if thou shalt take other wives
beside my daughters, no man is with us; see, God is witness betwixt me and
thee.","[12.76144027709961, 4.814932346343994]"
732,"31:51 And Laban said to Jacob, Behold this heap, and behold this pillar, which
I have cast betwixt me and thee: 31:52 This heap be witness, and this pillar be
witness, that I will not pass over this heap to thee, and that thou shalt not
pass over this heap and this pillar unto me, for harm.","[-7.522676944732666, -17.479755401611328]"
733,"31:53 The God of Abraham, and the God of Nahor, the God of their father, judge
betwixt us. And Jacob sware by the fear of his father Isaac.","[8.276606559753418, -7.111587047576904]"
734,"31:54 Then Jacob offered sacrifice upon the mount, and called his brethren to
eat bread: and they did eat bread, and tarried all night in the mount.","[-7.513550758361816, -19.844266891479492]"
735,"31:55 And early in the morning Laban rose up, and kissed his sons and his
daughters, and blessed them: and Laban departed, and returned unto his place.","[16.27434730529785, -4.512478351593018]"
736,"32:1 And Jacob went on his way, and the angels of God met him.","[7.4492669105529785, -12.335086822509766]"
737,"32:2 And when Jacob saw them, he said, This is God’s host: and he called the
name of that place Mahanaim.","[4.362757205963135, -13.466615676879883]"
738,"32:3 And Jacob sent messengers before him to Esau his brother unto the land of
Seir, the country of Edom.","[3.521385669708252, -4.703994274139404]"
739,"32:4 And he commanded them, saying, Thus shall ye speak unto my lord Esau; Thy
servant Jacob saith thus, I have sojourned with Laban, and stayed there until
now: 32:5 And I have oxen, and asses, flocks, and menservants, and
womenservants: and I have sent to tell my lord, that I may find grace in thy
sight.","[3.318265676498413, -6.8021674156188965]"
740,"32:6 And the messengers returned to Jacob, saying, We came to thy brother Esau,
and also he cometh to meet thee, and four hundred men with him.","[2.8471460342407227, -5.586319923400879]"
741,"32:7 Then Jacob was greatly afraid and distressed: and he divided the people
that was with him, and the flocks, and herds, and the camels, into two bands;
32:8 And said, If Esau come to the one company, and smite it, then the other
company which is left shall escape.","[5.761995315551758, -7.024975299835205]"
742,"32:9 And Jacob said, O God of my father Abraham, and God of my father Isaac,
the LORD which saidst unto me, Return unto thy country, and to thy kindred, and
I will deal well with thee: 32:10 I am not worthy of the least of all the
mercies, and of all the truth, which thou hast shewed unto thy servant; for
with my staff I passed over this Jordan; and now I am become two bands.","[6.5662841796875, -8.220259666442871]"
743,"32:11 Deliver me, I pray thee, from the hand of my brother, from the hand of
Esau: for I fear him, lest he will come and smite me, and the mother with the
children.","[0.7010316252708435, -6.03839111328125]"
744,"32:12 And thou saidst, I will surely do thee good, and make thy seed as the
sand of the sea, which cannot be numbered for multitude.","[-15.884140014648438, 33.68088912963867]"
745,"32:13 And he lodged there that same night; and took of that which came to his
hand a present for Esau his brother; 32:14 Two hundred she goats, and twenty he
goats, two hundred ewes, and twenty rams, 32:15 Thirty milch camels with their
colts, forty kine, and ten bulls, twenty she asses, and ten foals.","[-3.1765518188476562, -2.742227554321289]"
746,"32:16 And he delivered them into the hand of his servants, every drove by
themselves; and said unto his servants, Pass over before me, and put a space
betwixt drove and drove.","[-2.371283531188965, -7.458110809326172]"
747,"32:17 And he commanded the foremost, saying, When Esau my brother meeteth thee,
and asketh thee, saying, Whose art thou? and whither goest thou? and whose are
these before thee? 32:18 Then thou shalt say, They be thy servant Jacob’s; it
is a present sent unto my lord Esau: and, behold, also he is behind us.","[3.1099460124969482, -6.389889717102051]"
748,"32:19 And so commanded he the second, and the third, and all that followed the
droves, saying, On this manner shall ye speak unto Esau, when ye find him.","[0.7174049019813538, -5.220645427703857]"
749,"32:20 And say ye moreover, Behold, thy servant Jacob is behind us. For he said,
I will appease him with the present that goeth before me, and afterward I will
see his face; peradventure he will accept of me.","[3.0600218772888184, -9.045948028564453]"
750,"32:21 So went the present over before him: and himself lodged that night in the
company.","[0.2618434429168701, -9.32565975189209]"
751,"32:22 And he rose up that night, and took his two wives, and his two
womenservants, and his eleven sons, and passed over the ford Jabbok.","[-1.9385179281234741, -9.116727828979492]"
752,"32:23 And he took them, and sent them over the brook, and sent over that he
had.","[-2.957528591156006, -9.821756362915039]"
753,"32:24 And Jacob was left alone; and there wrestled a man with him until the
breaking of the day.","[12.863143920898438, -12.178970336914062]"
754,"32:25 And when he saw that he prevailed not against him, he touched the hollow
of his thigh; and the hollow of Jacob’s thigh was out of joint, as he wrestled
with him.","[-1.2816940546035767, -20.489471435546875]"
755,"32:26 And he said, Let me go, for the day breaketh. And he said, I will not let
thee go, except thou bless me.","[-5.139581680297852, -7.237245559692383]"
756,"32:27 And he said unto him, What is thy name? And he said, Jacob.","[4.942712306976318, -10.572614669799805]"
757,"32:28 And he said, Thy name shall be called no more Jacob, but Israel: for as a
prince hast thou power with God and with men, and hast prevailed.","[6.3634352684021, -9.68127727508545]"
758,"32:29 And Jacob asked him, and said, Tell me, I pray thee, thy name. And he
said, Wherefore is it that thou dost ask after my name? And he blessed him
there.","[4.390239715576172, -10.370153427124023]"
759,"32:30 And Jacob called the name of the place Peniel: for I have seen God face
to face, and my life is preserved.","[3.824097156524658, -12.699601173400879]"
760,"32:31 And as he passed over Penuel the sun rose upon him, and he halted upon
his thigh.","[-2.6705377101898193, -13.029311180114746]"
761,"32:32 Therefore the children of Israel eat not of the sinew which shrank, which
is upon the hollow of the thigh, unto this day: because he touched the hollow
of Jacob’s thigh in the sinew that shrank.","[-1.4764912128448486, -20.506101608276367]"
762,"33:1 And Jacob lifted up his eyes, and looked, and, behold, Esau came, and with
him four hundred men. And he divided the children unto Leah, and unto Rachel,
and unto the two handmaids.","[10.68826675415039, 0.15988411009311676]"
763,"33:2 And he put the handmaids and their children foremost, and Leah and her
children after, and Rachel and Joseph hindermost.","[11.445882797241211, 0.39147067070007324]"
764,"33:3 And he passed over before them, and bowed himself to the ground seven
times, until he came near to his brother.","[8.474566459655762, -21.024883270263672]"
765,"33:4 And Esau ran to meet him, and embraced him, and fell on his neck, and
kissed him: and they wept.","[0.06586095690727234, -2.7762608528137207]"
766,"33:5 And he lifted up his eyes, and saw the women and the children; and said,
Who are those with thee? And he said, The children which God hath graciously
given thy servant.","[11.251364707946777, 1.8345221281051636]"
767,"33:6 Then the handmaidens came near, they and their children, and they bowed
themselves.","[9.427450180053711, -20.406784057617188]"
768,"33:7 And Leah also with her children came near, and bowed themselves: and after
came Joseph near and Rachel, and they bowed themselves.","[9.247103691101074, -20.558597564697266]"
769,"33:8 And he said, What meanest thou by all this drove which I met? And he said,
These are to find grace in the sight of my lord.","[-1.983622431755066, -5.924540042877197]"
770,"33:9 And Esau said, I have enough, my brother; keep that thou hast unto
thyself.","[-6.608320236206055, -9.203060150146484]"
771,"33:10 And Jacob said, Nay, I pray thee, if now I have found grace in thy sight,
then receive my present at my hand: for therefore I have seen thy face, as
though I had seen the face of God, and thou wast pleased with me.","[3.0176315307617188, -9.433422088623047]"
772,"33:11 Take, I pray thee, my blessing that is brought to thee; because God hath
dealt graciously with me, and because I have enough. And he urged him, and he
took it.","[-6.538823127746582, -8.837849617004395]"
773,"33:12 And he said, Let us take our journey, and let us go, and I will go before
thee.","[-4.274026393890381, -6.678947448730469]"
774,"33:13 And he said unto him, My lord knoweth that the children are tender, and
the flocks and herds with young are with me: and if men should overdrive them
one day, all the flock will die.","[-4.991274833679199, -5.305299282073975]"
775,"33:14 Let my lord, I pray thee, pass over before his servant: and I will lead
on softly, according as the cattle that goeth before me and the children be
able to endure, until I come unto my lord unto Seir.","[-4.458381175994873, -6.194284439086914]"
776,"33:15 And Esau said, Let me now leave with thee some of the folk that are with
me. And he said, What needeth it? let me find grace in the sight of my lord.","[-0.842190682888031, -4.932987213134766]"
777,33:16 So Esau returned that day on his way unto Seir.,"[1.065454125404358, -3.7111406326293945]"
778,"33:17 And Jacob journeyed to Succoth, and built him an house, and made booths
for his cattle: therefore the name of the place is called Succoth.","[3.775343656539917, -14.579629898071289]"
779,"33:18 And Jacob came to Shalem, a city of Shechem, which is in the land of
Canaan, when he came from Padanaram; and pitched his tent before the city.","[6.182929039001465, -14.767702102661133]"
780,"33:19 And he bought a parcel of a field, where he had spread his tent, at the
hand of the children of Hamor, Shechem’s father, for an hundred pieces of
money.","[-3.9818906784057617, -2.4798784255981445]"
781,"33:20 And he erected there an altar, and called it EleloheIsrael.","[0.46005064249038696, -14.705915451049805]"
782,"34:1 And Dinah the daughter of Leah, which she bare unto Jacob, went out to see
the daughters of the land.","[21.296489715576172, -9.95354175567627]"
783,"34:2 And when Shechem the son of Hamor the Hivite, prince of the country, saw
her, he took her, and lay with her, and defiled her.","[27.080188751220703, -8.404433250427246]"
784,"34:3 And his soul clave unto Dinah the daughter of Jacob, and he loved the
damsel, and spake kindly unto the damsel.","[20.118154525756836, -9.624256134033203]"
785,"34:4 And Shechem spake unto his father Hamor, saying, Get me this damsel to
wife.","[26.44739532470703, -8.973450660705566]"
786,"34:5 And Jacob heard that he had defiled Dinah his daughter: now his sons were
with his cattle in the field: and Jacob held his peace until they were come.","[20.5162296295166, -10.524272918701172]"
787,34:6 And Hamor the father of Shechem went out unto Jacob to commune with him.,"[24.88303565979004, -10.60344123840332]"
788,"34:7 And the sons of Jacob came out of the field when they heard it: and the
men were grieved, and they were very wroth, because he had wrought folly in
Israel in lying with Jacob’s daughter: which thing ought not to be done.","[19.776641845703125, -10.708888053894043]"
789,"34:8 And Hamor communed with them, saying, The soul of my son Shechem longeth
for your daughter: I pray you give her him to wife.","[26.364089965820312, -9.722221374511719]"
790,"34:9 And make ye marriages with us, and give your daughters unto us, and take
our daughters unto you.","[12.89905834197998, 4.427117824554443]"
791,"34:10 And ye shall dwell with us: and the land shall be before you; dwell and
trade ye therein, and get you possessions therein.","[-21.46144676208496, -2.996816396713257]"
792,"34:11 And Shechem said unto her father and unto her brethren, Let me find grace
in your eyes, and what ye shall say unto me I will give.","[26.930631637573242, -11.108372688293457]"
793,"34:12 Ask me never so much dowry and gift, and I will give according as ye
shall say unto me: but give me the damsel to wife.","[14.34832763671875, 3.812912940979004]"
794,"34:13 And the sons of Jacob answered Shechem and Hamor his father deceitfully,
and said, because he had defiled Dinah their sister: 34:14 And they said unto
them, We cannot do this thing, to give our sister to one that is uncircumcised;
for that were a reproach unto us: 34:15 But in this will we consent unto you:
If ye will be as we be, that every male of you be circumcised; 34:16 Then will
we give our daughters unto you, and we will take your daughters to us, and we
will dwell with you, and we will become one people.","[21.522756576538086, -8.327608108520508]"
795,"34:17 But if ye will not hearken unto us, to be circumcised; then will we take
our daughter, and we will be gone.","[23.065067291259766, 37.63919448852539]"
796,"34:18 And their words pleased Hamor, and Shechem Hamor’s son.","[25.293447494506836, -10.277375221252441]"
797,"34:19 And the young man deferred not to do the thing, because he had delight in
Jacob’s daughter: and he was more honourable than all the house of his father.","[19.169940948486328, -9.918821334838867]"
798,"34:20 And Hamor and Shechem his son came unto the gate of their city, and
communed with the men of their city, saying, 34:21 These men are peaceable with
us; therefore let them dwell in the land, and trade therein; for the land,
behold, it is large enough for them; let us take their daughters to us for
wives, and let us give them our daughters.","[24.98974609375, -8.957196235656738]"
799,"34:22 Only herein will the men consent unto us for to dwell with us, to be one
people, if every male among us be circumcised, as they are circumcised.","[23.093029022216797, 37.084617614746094]"
800,"34:23 Shall not their cattle and their substance and every beast of theirs be
ours? only let us consent unto them, and they will dwell with us.","[-20.874656677246094, -3.398637533187866]"
801,"34:24 And unto Hamor and unto Shechem his son hearkened all that went out of
the gate of his city; and every male was circumcised, all that went out of the
gate of his city.","[22.939260482788086, 36.30772399902344]"
802,"34:25 And it came to pass on the third day, when they were sore, that two of
the sons of Jacob, Simeon and Levi, Dinah’s brethren, took each man his sword,
and came upon the city boldly, and slew all the males.","[21.523265838623047, -11.700911521911621]"
803,"34:26 And they slew Hamor and Shechem his son with the edge of the sword, and
took Dinah out of Shechem’s house, and went out.","[22.517070770263672, -11.63589096069336]"
804,"34:27 The sons of Jacob came upon the slain, and spoiled the city, because they
had defiled their sister.","[20.195241928100586, -12.211370468139648]"
805,"34:28 They took their sheep, and their oxen, and their asses, and that which
was in the city, and that which was in the field, 34:29 And all their wealth,
and all their little ones, and their wives took they captive, and spoiled even
all that was in the house.","[-18.860902786254883, -2.9137003421783447]"
806,"34:30 And Jacob said to Simeon and Levi, Ye have troubled me to make me to
stink among the inhabitants of the land, among the Canaanites and the
Perizzites: and I being few in number, they shall gather themselves together
against me, and slay me; and I shall be destroyed, I and my house.","[19.9650821685791, -13.332146644592285]"
807,"34:31 And they said, Should he deal with our sister as with an harlot? 35:1 And
God said unto Jacob, Arise, go up to Bethel, and dwell there: and make there an
altar unto God, that appeared unto thee when thou fleddest from the face of
Esau thy brother.","[2.9419775009155273, -18.431407928466797]"
808,"35:2 Then Jacob said unto his household, and to all that were with him, Put
away the strange gods that are among you, and be clean, and change your
garments: 35:3 And let us arise, and go up to Bethel; and I will make there an
altar unto God, who answered me in the day of my distress, and was with me in
the way which I went.","[2.811356782913208, -18.20654296875]"
809,"35:4 And they gave unto Jacob all the strange gods which were in their hand,
and all their earrings which were in their ears; and Jacob hid them under the
oak which was by Shechem.","[-3.0749921798706055, -17.572925567626953]"
810,"35:5 And they journeyed: and the terror of God was upon the cities that were
round about them, and they did not pursue after the sons of Jacob.","[9.436397552490234, -14.819070816040039]"
811,"35:6 So Jacob came to Luz, which is in the land of Canaan, that is, Bethel, he
and all the people that were with him.","[5.1428070068359375, -16.104768753051758]"
812,"35:7 And he built there an altar, and called the place Elbethel: because there
God appeared unto him, when he fled from the face of his brother.","[0.32726946473121643, -14.923046112060547]"
813,"35:8 But Deborah Rebekah’s nurse died, and she was buried beneath Bethel under
an oak: and the name of it was called Allonbachuth.","[30.298158645629883, -15.90701961517334]"
814,"35:9 And God appeared unto Jacob again, when he came out of Padanaram, and
blessed him.","[6.528334617614746, -17.063663482666016]"
815,"35:10 And God said unto him, Thy name is Jacob: thy name shall not be called
any more Jacob, but Israel shall be thy name: and he called his name Israel.","[5.805203437805176, -10.04554271697998]"
816,"35:11 And God said unto him, I am God Almighty: be fruitful and multiply; a
nation and a company of nations shall be of thee, and kings shall come out of
thy loins; 35:12 And the land which I gave Abraham and Isaac, to thee I will
give it, and to thy seed after thee will I give the land.","[-10.92821979522705, 6.302241802215576]"
817,35:13 And God went up from him in the place where he talked with him.,"[0.42859089374542236, -16.987346649169922]"
818,"35:14 And Jacob set up a pillar in the place where he talked with him, even a
pillar of stone: and he poured a drink offering thereon, and he poured oil
thereon.","[-4.588564872741699, -17.346893310546875]"
819,"35:15 And Jacob called the name of the place where God spake with him, Bethel.","[4.216004848480225, -16.14688491821289]"
820,"35:16 And they journeyed from Bethel; and there was but a little way to come to
Ephrath: and Rachel travailed, and she had hard labour.","[27.75868797302246, -16.520463943481445]"
821,"35:17 And it came to pass, when she was in hard labour, that the midwife said
unto her, Fear not; thou shalt have this son also.","[31.06163787841797, 3.817469358444214]"
822,"35:18 And it came to pass, as her soul was in departing, (for she died) that
she called his name Benoni: but his father called him Benjamin.","[30.09324073791504, 8.174712181091309]"
823,"35:19 And Rachel died, and was buried in the way to Ephrath, which is
Bethlehem.","[28.615814208984375, -16.316797256469727]"
824,"35:20 And Jacob set a pillar upon her grave: that is the pillar of Rachel’s
grave unto this day.","[28.599037170410156, -15.109910011291504]"
825,"35:21 And Israel journeyed, and spread his tent beyond the tower of Edar.","[-1.2564440965652466, -15.124226570129395]"
826,"35:22 And it came to pass, when Israel dwelt in that land, that Reuben went and
lay with Bilhah his father’s concubine: and Israel heard it. Now the sons of
Jacob were twelve: 35:23 The sons of Leah; Reuben, Jacob’s firstborn, and
Simeon, and Levi, and Judah, and Issachar, and Zebulun: 35:24 The sons of
Rachel; Joseph, and Benjamin: 35:25 And the sons of Bilhah, Rachel’s handmaid;
Dan, and Naphtali: 35:26 And the sons of Zilpah, Leah’s handmaid: Gad, and
Asher: these are the sons of Jacob, which were born to him in Padanaram.","[28.30484390258789, -31.97401237487793]"
827,"35:27 And Jacob came unto Isaac his father unto Mamre, unto the city of Arbah,
which is Hebron, where Abraham and Isaac sojourned.","[6.74519681930542, -15.38769245147705]"
828,35:28 And the days of Isaac were an hundred and fourscore years.,"[-1.3940883874893188, 32.506290435791016]"
